Airport Name,Location,Country,Latitude,Longitude
Fort Worth Alliance Airport,Fort Worth,United States,32.9875984192,-97.3188018799
East Troy Municipal Airport,East Troy,United States,42.7971992492676,-88.3725967407227
Montgomery Field,San Diego,United States,32.4759,117.759
Lawrence Municipal Airport,Lawrence,United States,39.01119995,-95.21659851
Wellington Municipal Airport,Wellington,United States,37.323600769043,-97.388298034668
Griffin-Spalding County Airport,Griffin,United States,33.2269722,-84.2749444
Pompano Beach Airpark,Pompano Beach,United States,26.247100830078,-80.111099243164
Greyhound Station,Washington DC,United States,38.90339,-77.00583
Shelby County Airport,Alabaster,United States,33.17699814,-86.78279877
Sky Ranch At Carefree Airport,Carefree,United States,33.8180999755859,-111.898002624512
Indianapolis Metropolitan Airport,Indianapolis,United States,39.93519974,-86.04499817
London-Corbin Airport/Magee Field,London,United States,37.0821990967,-84.0848999023
Camden Station,Baltimore,United States,39.2837181,-76.621634
Simmons Army Air Field,Fredericksburg,United States,35.13180161,-78.93669891
Buffalo Bus Terminal,Buffalo,United States,42.883512,-78.87205
King St Station,Seattle,United States,47.5985,-122.3299
Palatka Amtrak Station,Palatka,United States,29.649178,-81.640456
John H Batten Airport,Racine,United States,42.7606010437,-87.8152008057
Redlands Municipal Airport,Redlands,United States,34.0853004455566,-117.146003723145
Chemehuevi Valley,Chemehuevi Valley,United States,34.528889,-114.431971
Flabob Airport,Riverside,United States,33.9897003173828,-117.411003112793
Tacoma Narrows Airport,Tacoma,United States,47.26789856,-122.5780029
Tampa North Aero Park,Tampa,United States,28.221278,-82.374555
Tenkiller Lake Airpark,COOKSON,United States,35.705541,-94.933605
Jack Edwards Airport,Gulf Shores,United States,30.29050064,-87.67179871
Annapolis,Annapolis,United States,38.972944,-76.501158
Hazleton Municipal Airport,Hazleton,United States,40.9868011475,-75.9949035645
Greater Cumberland Regional Airport,Cumberland,United States,39.615398407,-78.7609024048
Sugar Loaf Shores Airport,Key West,United States,24.6487998962402,-81.5798034667969
Tri-County Regional Airport,Lone Rock,United States,43.2117004395,-90.181602478
Price County Airport,Phillips,United States,45.7089996337891,-90.4024963378906
Monroe Municipal Airport,Monroe,United States,42.6148986816406,-89.5904006958008
Joliet Regional Airport,Joliet,United States,41.51779938,-88.17549896
Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,41.351898,-89.153099
Jackson County Reynolds Field,Jackson,United States,42.2597999573,-84.4593963623
Joseph A. Hardy Connellsville Airport,Connellsville,United States,39.95920181,-79.65709686
Bedford County Airport,Bedford,United States,40.08530045,-78.5121994
Wings Field,Philadelphia,United States,40.1375007629,-75.2650985718
Okeechobee County Airport,Okeechobee,United States,27.2628002167,-80.8498001099
Sebring Regional Airport,Sebring,United States,27.45639992,-81.3423996
Avon Park Executive Airport,Avon Park,United States,27.59119987,-81.52780151
Winter Haven Regional Airport - Gilbert Field,Winter Haven,United States,28.062901,-81.753304
Zephyrhills Municipal Airport,Zephyrhills,United States,28.2282009125,-82.1558990479
Ocala International Airport - Jim Taylor Field,Ocala,United States,29.17259979,-82.22419739
Jesup Wayne County Airport,Jesup,United States,31.55400085,-81.88249969
Madison Municipal Airport,Madison,United States,33.6120986938,-83.4604034424
Newnan Coweta County Airport,Newnan,United States,33.3115997314453,-84.7697982788086
Thomson-McDuffie County Airport,Thomson,United States,33.52970123,-82.51650238
Aiken Regional Airport,Aiken,United States,33.649399,-81.684998
Woodward Field,Camden,United States,34.2835998535,-80.5649032593
Lumberton Regional Airport,Lumberton,United States,34.6099014282,-79.0594024658
Ridgeland Airport,Ridgeland,United States,32.4934167,-80.99175
Moore County Airport,Pinehurst-Southern Pines,United States,35.23740005,-79.3911972
Richmond County Airport,Rockingham,United States,34.8913,-79.759598
Bamberg County Airport,Bamberg,United States,33.3045278,-81.1084167
Richland Airport,Richland Center,United States,43.2833575,-90.2982819
Municipal Airport,Viroqua,United States,43.5793603,-90.8964742
Baraboo Wisconsin Dells Airport,Baraboo,United States,43.52270126,-89.77020264
Foster Field,Apple River,United States,42.4664444,-90.1693889
Statesville Regional Airport,Statesville,United States,35.765300750732,-80.953903198242
Sylvania Airport,Sturtevant,United States,42.70325,-87.9589722
Burlington Municipal Airport,Burlington,United States,42.6907005310059,-88.3046035766602
Stroudsburg-Pocono Airport,East Stroudsburg,United States,41.0358717,-75.1606789
Spring Hill Airport,Sterling,United States,41.3473569,-75.4158972
Randall Airport,Middletown,United States,41.431912,-74.3915611
William T. Piper Memorial Airport,Lock Haven,United States,41.13560104,-77.42230225
Grove City Airport,Grove City,United States,41.1460278,-80.16775
Lansdowne Airport,Youngstown,United States,41.1304722,-80.6195833
Wadsworth Municipal,Wadsworth,United States,41.0031572,-81.7564401
Ashland County Airport,Ashland,United States,40.9029722,-82.2556389
Pittsburgh-Monroeville Airport,Monroeville,United States,40.4526389,-79.7749167
Zelienople Municipal Airport,Zelienople,United States,40.80160141,-80.16069794
Somerset County Airport,Somerset,United States,40.0388708,-79.0149951
Youngstown Elser Metro Airport,Youngstown,United States,40.9617953,-80.6773264
Braceville Airport,Braceville,United States,41.2111675,-80.9692572
Lorain County Regional Airport,Lorain-Elyria,United States,41.34429932,-82.17759705
Germack Airport,Geneva,United States,41.7778322,-80.9039797
Burke Lakefront Airport,Cleveland,United States,41.5175018310547,-81.6832962036133
Chautauqua County-Dunkirk Airport,Dunkirk,United States,42.49330139,-79.27200317
Hamburg Inc Airport,Hamburg,United States,42.7008925,-78.9147569
Trenton-Robbinsville Airport,Trenton,United States,40.2139444,-74.6017778
South Jersey Regional Airport,Mount Holly,United States,39.9429016113,-74.845703125
Spitfire Aerodrome,Pedricktown,United States,39.7355633,-75.3977211
Linden Airport,Linden,United States,40.617401123,-74.2445983887
Morgantown Airport,Morgantown,United States,40.1570414,-75.8704892
Harford County Airport,Churchville,United States,39.5668378,-76.2024028
Tri State Steuben County Airport,Angola,United States,41.639702,-85.083504
Plymouth Municipal Airport,Plymouth,United States,41.3651307,-86.3002574
Warsaw Municipal Airport,Warsaw,United States,41.2747001647949,-85.8401031494141
Van Wert County Airport,Van Wert,United States,40.8647003173828,-84.6093978881836
Port Bucyrus-Crawford County Airport,Bucyrus,United States,40.7815556,-82.9748056
Lake Wales Municipal Airport,Lake Wales,United States,27.8938056,-81.6203889
Brooks Field,Marshall,United States,42.2512016296387,-84.9554977416992
Genesee County Airport,Batavia,United States,43.03170013,-78.16760254
Finger Lakes Regional Airport,Seneca Falls,United States,42.8835647,-76.7812318
Stormville Airport,Stormville,United States,41.5769708,-73.7323514
Robertson Field,Plainville,United States,41.6893333,-72.8646944
Williams County Airport,Bryan,United States,41.4673056,-84.5067778
Clearwater Air Park,Clearwater,United States,27.9766998291,-82.7586975098
South Lakeland Airport,Lakeland,United States,27.9333581,-82.0439739
All Airports,New York,United States,40.714167,-74.005833
All Airports,Chicago,United States,41.883611,-87.631667
Chicago Meigs Airport,Chicago,United States,41.8587989807129,-87.6079025268555
All Airports,Washington,United States,38.889444,-77.035278
Pickens County Airport,Jasper,United States,34.4533996582031,-84.4573974609375
Grand Strand Airport,North Myrtle Beach,United States,33.8116989136,-78.7238998413
Lansing Municipal Airport,Lansing,United States,41.5349006652832,-87.5295028686523
Bloyer Field,Tomah,United States,43.9762222,-90.4806111
Ramona Airport,Ramona,United States,33.0392,-116.915001
Branch County Memorial Airport,Coldwater,United States,41.9333992,-85.05259705
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,41.2971992493,-75.8511962891
Willoughby Lost Nation Municipal Airport,Willoughby,United States,41.6839981079,-81.3897018433
Capital City Airport,Frankfort,United States,38.18249893,-84.90470123
Auburn Lewiston Municipal Airport,Lewiston,United States,44.048500061,-70.2835006714
Florence,Florence,United States,43.9828168,-124.1113687
Martin Campbell Field Airport,Copperhead,United States,35.0158056,-84.3468333
Naval Air Station,Glenview,United States,42.090556,-87.8225
Bloyer Field,Tomah,United States,43.97499847,-90.48349762
Marco Island Executive Airport,Marco Island Airport,United States,25.995001,-81.672501
Drummond Island Airport,Drummond Island,United States,46.0093002319,-83.7438964844
Garland Airport,Lewiston,United States,44.8065278,-84.2761944
Gladwin Zettel Memorial Airport,Gladwin,United States,43.9706001282,-84.4749984741
Lowell City Airport,Lowell,United States,42.95392,-85.3439058
South Haven Area Regional Airport,South Haven,United States,42.3512001037598,-86.2556991577148
Schaumburg Regional,Schaumburg,United States,41.9893408,-88.1012428
Marshfield Municipal Airport,Marshfield,United States,44.6369018555,-90.1893005371
Alexander Field South Wood County Airport,Wisconsin Rapids,United States,44.3602981567,-89.8389968872
Clinton Municipal Airport,Clinton,United States,41.8311004639,-90.3291015625
Beverly Municipal Airport,Beverly,United States,42.5842018127,-70.9164962769
Oakdale Airport,Oakdale,United States,37.7563333,-120.8001944
Poplar Bluff Municipal Airport,Poplar Bluff,United States,36.773899078369,-90.324897766113
Somerset Airport,Somerville,United States,40.6259994506836,-74.6701965332031
Eastport Municipal Airport,Eastport,United States,44.910099029541,-67.0127029418945
Keokuk Municipal Airport,Keokuk,United States,40.4598999023,-91.4284973145
Banks Airport,Swans Island,United States,44.1653889,-68.4281667
St Paul Downtown Holman Field,St. Paul,United States,44.9345016479492,-93.0599975585938
Bagdad Airport,Bagdad,United States,34.5958528,-113.170195
Oconomowoc Airport,Oconomowoc,United States,43.1389007568359,-88.472297668457
Ocean Ridge Airport,Gualala,United States,38.8016111,-123.5306389
Kent State Airport,Kent,United States,41.1513889,-81.4151111
Butler Co Regional Airport - Hogan Field,Hamilton,United States,39.3638000488,-84.5220031738
Atlantic City Rail Terminal,Atlantic City NJ,United States,39.3665,-74.442
Springfield Amtrak Station,Springfield MA,United States,42.106,-72.593054
Amherst Amtrak Station AMM,Amherst MA,United States,42.375,-72.511389
Cape May Ferry Terminal,Cape May NJ,United States,38.9696286,-74.960918
Lewes Ferry Terminal,Lewes DE,United States,38.781655,-75.119534
Bar Harbor Yarmouth Ferry Terminal,Bar Harbor ME,United States,44.39917,-68.225
St. Ignace Ferry Dock,St. Ignace MI,United States,45.866405,-84.720254
Mackinac Island Dock,Mackinac Island MI,United States,45.848801,-84.615927
Fond du Lac County Airport,Fond du Lac,United States,43.7711982727,-88.4884033203
Waupaca Municipal Airport,Waupaca,United States,44.33330154,-89.01979828
Stevens Point Municipal Airport,Stevens Point,United States,44.5452003479,-89.530296325684
Luce County Airport,Newberry,United States,46.3111991882324,-85.4572982788086
Forest Lake Airport,Forest Lake,United States,45.2477456,-92.9943853
Galion Municipal Airport,Galion,United States,40.7533988953,-82.7238006592
Clarksville–Montgomery County Regional Airport,Clarksville,United States,36.6218986511,-87.4150009155
Lompoc Airport,Lompoc,United States,34.665599823,-120.468002319
Chester County G O Carlson Airport,Coatesville,United States,39.97900009,-75.8655014
Lake Placid Airport,Lake Placid,United States,44.2644996643,-73.9618988037
Long Lake,Long Lake,United States,43.9750617,-74.42044
Wishram Amtrak Station,Wishram,United States,45.6576,-120.9664
Lima Allen County Airport,Lima,United States,40.706902,-84.026703
Malcolm McKinnon Airport,Brunswick,United States,31.15180016,-81.39129639
Beaver County Airport,Beaver Falls,United States,40.7724990845,-80.3914031982
Seaplane Base,Winterhaven,United States,28.0575,-81.7628056
Georgetown County Airport,Georgetown,United States,33.3116989136,-79.3196029663
Hardwick Field,Cleveland,United States,35.220100402832,-84.8323974609375
Mark Anton Airport,Dayton,United States,35.48625,-84.9310833
Jefferson County Airpark,Steubenville,United States,40.3602179,-80.7008742
Renton Municipal Airport,Renton,United States,47.4930992126,-122.216003418
Brackett Field,La Verne,United States,34.091598510742,-117.78199768066
Jekyll Island Airport,Jekyll Island,United States,31.0744722,-81.4277778
CedarKey,Cedar Key,United States,29.1342222,-83.0504722
Cross City Airport,Cross City,United States,29.6354999542,-83.1047973633
Oconee County Regional Airport,Clemson,United States,34.6719017,-82.8864975
Heber City Municipal Airport,Heber,United States,40.4818056,-111.4288056
Beech Factory Airport,Wichita,United States,37.6944999695,-97.2149963379
Cherokee County Airport,Canton,United States,34.3122175,-84.4221556
Fernandina Beach Municipal Airport,Fernandina Beach,United States,30.6118333,-81.4611944
Tom B. David Field,Calhoun,United States,34.45539856,-84.93920135
Habersham County Airport,Cornelia,United States,34.49990082,-83.55670166
Georgetown Municipal Airport,Georgetown,United States,30.6788005828857,-97.6793975830078
Old Rhinebeck Airport,Rhinebeck,United States,41.9715004,-73.86289978
Sidney Municipal-Lloyd W Carr Field,Sidney,United States,41.10129929,-102.9850006
Luray Caverns Airport,Luray,United States,38.666944,-78.500556
Eagle's Nest Airport,Waynesboro,United States,38.076944,-78.944167
Kalaeloa Airport,Kapolei,United States,21.3074,-158.070009
SFO Helicopter,Sausalito,United States,37.87856,-122.512742
Iosco County Airport,East Tawas,United States,44.312801,-83.422302
Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,34.8614006,-86.55750275
Leesburg Executive Airport,Leesburg,United States,39.077999,-77.557503
Anoka County-Blaine (Janes Field) Airport,Anoka,United States,45.145,-93.211401
Williamson Sodus Airport,Williamson,United States,43.234699,-77.121
Clear Lake Metroport,Clear Lake City,United States,29.5569,-95.137497
Boulder Municipal Airport,Boulder,United States,40.0393981934,-105.225997925
Palo Alto Airport of Santa Clara County,Palo Alto,United States,37.461101532,-122.114997864
Falcon Field,Mesa,United States,33.4608001709,-111.727996826
Coolidge Municipal Airport,Cooldige,United States,32.9359016418457,-111.427001953125
Cottonwood Airport,Cottonwood,United States,34.7299995422,-112.035003662
Ak-Chin Regional Airport,Phoenix,United States,32.990806,-111.918528
Wickenburg Municipal Airport,Wickenburg,United States,33.96889877,-112.7990036
Oakland County International Airport,Pontiac,United States,42.665500640869,-83.420097351074
Dillant Hopkins Airport,Keene,United States,42.8983993530273,-72.2707977294922
Glasgow Industrial Airport,Glasgow,United States,48.4211006164551,-106.52799987793
Rensselaer Rail Station,Albany,United States,42.641389,-73.741111
Amtrak Station,Tacoma,United States,47.242733,-122.42041
Amtrak Station,Orlando,United States,28.5259,-81.3813
Denali Rail,Healy,United States,63.7306,-148.913733333333
Monroe Reqional Airport,Charlotte,United States,35.01833,-80.62001
Iowa City Municipal Airport,Iowa City,United States,41.6391983032,-91.5465011597
Windom Municipal Airport,Windom,United States,43.9133987426758,-95.1093978881836
Longview Ranch Airport,Longview,United States,44.6617012023926,-119.652000427246
Lee Airport,Annapolis,United States,38.942902,-76.568398
Pecos Municipal Airport,Pecos,United States,31.382400512695,-103.51100158691
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,31.26479912,-89.25279999
Chan Gurney Municipal Airport,Yankton,United States,42.916698455811,-97.385902404785
Selfield Airport,Selma Alabama,United States,32.4404,-86.9522
Frazier Lake Airpark,Hollister,United States,54.0133333333333,-124.768333333333
Hayward Executive Airport,Hayward,United States,37.659198761,-122.122001648
Pittsburgh Amtrak,Pittsburgh,United States,40.4406,-79.9961
Raton Amtrak,Raton,United States,36.9033,-104.4386
Ann Arbor Municipal Airport,Ann Arbor,United States,42.2229995728,-83.7455978394
Fairbanks Train Depot,Fairbanks,United States,64.5109,-147.4445
Denali Train Depot,Denali,United States,63.43083,-150.31111
Talkeetna Train Depot,Talkeetna,United States,62.18934,-150.06177
Anchorage Rail Depot,Anchorage,United States,61.1318,-149.5326
Whittier Port,Whittier,United States,60.774174,-148.677649
Boston Back Bay Station,Boston,United States,42.3478,-71.075
Niagara Falls Station,Niagara Falls,United States,43.1135,-79.0318
Henry County Airport,Hampton,United States,33.389099,-84.332397
Stapleton International Airport,Denver,United States,39.779255,-104.88184
Alameda Naval Air Station,Alameda,United States,37.7888984680176,-122.319999694824
Buffalo Exchange Street Station,Buffalo,United States,42.8783,-78.8738
Wilmington Amtrak Station,Wilmington,United States,39.736667,-75.551667
Elkhart Municipal,Elkhart,United States,41.719444,-86.003333
Comarapa Airport,Salt Lake City,United States,-17.9136009216309,-64.5177993774414
Sorrento Valley Station,San Diego,United States,32.903,-117.225
San Diego Union Station,San Diego,United States,32.716944,-117.168611
Immokalee Regional Airport,Immokalee ,United States,26.43320084,-81.40100098
Rancho San Simeon Airport,Cambria,United States,35.6077003479004,-121.110000610352
Port Canaveral,Brevard County,United States,28.4113919,-80.6081066
New Carrollton Rail Station,New Carrollton,United States,38.948,-76.8719
Walkersville Train Depot,Walkersville,United States,39.4861833333333,-77.35475
Seattle Pier 69 - Victoria Clipper,Seattle,United States,47.613801,-122.354019
Dinwiddie County Airport,Petersburg,United States,37.183799743652,-77.507400512695
Sheboygan County Memorial Airport,Sheboygan,United States,43.76959991,-87.85140228
Ephraim-Gibraltar Airport,Ephraim,United States,45.1354167,-87.1879444
Walkersville Turnaround,Frederick,United States,39.4449,-77.4012
Pinal Airpark,Marana,United States,32.5106010437,-111.32800293
Glendale Municipal Airport,Glendale,United States,33.5269012451172,-112.294998168945
Safford Regional Airport,Safford,United States,32.85480118,-109.6350021
Fort Lauderdale-Hollywood International Airport Station at Dania Beach,Dania Beach,United States,26.061933,-80.16565
Deerfield Beach Station,Deerfield Beach,United States,26.316944,-80.122222
Sikeston Memorial Municipal Airport,Sikeston,United States,36.898899078369,-89.561798095703
Oceano County Airport,Oceano,United States,35.10147222,-120.62236111
Floyd Bennett Memorial Airport,Queensbury,United States,43.3412017822,-73.6102981567
Saratoga County Airport,Ballston Spa,United States,43.05130005,-73.86119843
Burrello-Mechanicville Airport,Mechanicville,United States,42.893133,-73.66845
Crystal River Airport,Crystal River,United States,28.8673000335693,-82.5712966918945
Martin State Airport,Baltimore,United States,39.325699,-76.413803
Lincoln Regional Karl Harder Field,Lincoln,United States,38.9091987609863,-121.350997924805
Fostoria Metropolitan Airport,Fostoria,United States,41.19079971,-83.39450073
Eastern Slopes Regional Airport,Fryeburg,United States,43.9911003113,-70.9478988647
Coral Creek Airport,Placida,United States,26.8544998168945,-82.2511978149414
Lakefront Airport,New Orleans,United States,30.042400360107,-90.028297424316
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,47.77429962,-116.8199997
Beaumont Municipal Airport,Beaumont,United States,30.0706996918,-94.2157974243
Vermilion Regional Airport,Danville,United States,40.19919968,-87.59590149
Dearborn Amtrak Station,Dearborn,United States,42.312222,-83.198611
Merritt Island Airport,Cocoa,United States,28.3416111,-80.6854722
Valkaria Municipal,Valkaria,United States,27.9608611,-80.5583333
Space Coast Regional Airport,Titusville,United States,28.514799118042,-80.799201965332
Sebastian Municipal,Sebastian,United States,27.81325,-80.4955833
Effingham Memorial Airport,Effingham,United States,39.07,-88.534
Andrau Airpark,Houston,United States,29.7224998474,-95.5883026123
Flying Cloud Airport,Eden Prairie,United States,44.8272018433,-93.4570999146
Johnson County Executive Airport,Olathe,United States,38.84759903,-94.73760223
Marshall Aiport,Marshall,United States,44.4469,95.7883
Apopka,Orlando,United States,28.707222,-81.581667
Brandywine Airport,West Goshen Township,United States,39.9901008605957,-75.581901550293
Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,38.72140121,-77.51540375
Texas Gulf Coast Regional Airport,Angleton,United States,29.1086006165,-95.462097168
Johnstown Amtrak,Johnstown,United States,40.3297222,-78.9222222
Harvey Field S43,Snohomish WA,United States,47.904451,-122.102529
Hite Airport,Hanksville,United States,37.8916547,-110.3840289
Santa Barbara Train Station,Santa Barbara,United States,34.413611,-119.691667
Eugene Amtrak Station,Eugene,United States,44.055062,-123.092372
Shelby County Airport,Shelbyville,United States,39.4104003906,-88.8453979492
Illinois Terminal,Champaign,United States,40.1155,-88.2411
Mattoon Amtrak,Mattoon,United States,39.4828,-88.3759
Grand Canyon West Airport,Peach Springs,United States,35.899904,-113.815674
Boston North Station,Boston,United States,42.366235,-71.061122
Rockport Station,Rockport,United States,42.6558328,-70.6266667
Salem Station,Salem,United States,42.5249995,-70.8958333
Salem Ferry Dock,Salem,United States,42.522421,-70.881607
Long Wharf,Boston,United States,42.36024,-71.048105
Joliet Union Station,Joliet,United States,41.5244,-88.0795
Laraway Road,New Lenox,United States,41.485,-87.9596
Lasalle Station,Chicago,United States,41.875,-87.632
Norfolk Station,Norfolk,United States,36.843233,-76.275952
Gloucester Station,Gloucester,United States,42.6166666666667,-70.6683333333333
Johnstown Amtrak,Johnstown,United States,40.3296,-78.9219
Enumclaw Airport,Enumclaw,United States,47.1957015991211,-122.022003173828
Rock Airport,Tarentum,United States,40.6035463,-79.8261189
Grand Central Terminal,New York,United States,40.752726,-73.977229
Tremont,New York,United States,40.847301,-73.89955
Plum Island Airport,Newburyport,United States,42.7953611,-70.8394444
Brooks Camp,Brooks Camp,United States,58.556539,-155.777311
Kulik Lake Airport,Kulik Lake,United States,58.96591,-155.108089
Port Alsworth Airport,Port alsworth,United States,60.201681,-154.325863
Fairfield County Airport,Winnsboro,United States,34.3154983520508,-81.1088027954102
Skyhaven Airport,Rochester,United States,43.2840995788574,-70.9292984008789
Port Oceanic Airport,Port Oceanic,United States,60.2083333,-147.8194444
Newton City-County Airport,Newton,United States,38.0582008362,-97.2744979858
Taszár Air Base,Columbus,United States,46.3931007385254,17.9174995422363
Ocean Shores Municipal,Ocean Shores,United States,46.5995,-124.0854
Packwood,Packwood,United States,46.3625,-121.4067
Fort Bridger Airport,Fort Bridger,United States,41.3918991089,-110.406997681
Prosser Airport,Prosser,United States,46.21340179,-119.7910004
Chehalis Centralia Airport,Chehalis,United States,46.6769981384,-122.983001709
Desert Aire Regional Airport,Mattawa,United States,46.687401,-119.920998
Lebanon State,Lebanon,United States,44.3179,-122.5577
Evanston-Uinta County Airport-Burns Field,Evanston,United States,41.27479935,-111.0350037
Sabetha Municipal Airport,Sabetha,United States,39.9042015075684,-95.7794036865234
Mt Pleasant Regional-Faison field,Mount Pleasant,United States,32.89780045,-79.78289795
Jimmy Carter Regional Airport,Americus,United States,32.110802,-84.188904
Weedon Field,Eufala,United States,31.9512996674,-85.1288986206
Saluda County Airport,Saluda,United States,33.9267997741699,-81.7946014404297
Dare County Regional Airport,Manteo,United States,35.91899872,-75.69550323
Auburn University Regional Airport,Auburn,United States,32.615101,-85.433998
Tri Cities Airport,Endicott,United States,42.078499,-76.096296
Kendal Glider Port,Kendall,United States,25.603889,-80.585556
Bessemer Airport,Bessemer,United States,33.31290054,-86.92590332
Colorado Springs East Airport,Ellicott,United States,38.8744010925293,-104.410003662109
Buffalo-Depew Station,Depew,United States,42.9074,-78.7266
South Bend Station,South Bend,United States,41.678,-86.2876
Carroll Avenue NICTD Station,Michigan City,United States,41.7133,-86.8677
Chicago Millennium Station,Chicago,United States,41.8837,-87.623
St. Louis Gateway Transportation Center,St. Louis,United States,38.6239,-90.2039
Kansas City Union Station,Kansas City,United States,39.0865,-94.586
Alvarado Transportation Center,Albuquerque,United States,35.0826,-106.6474
San Francisco 4th and King St. Station,San Francisco,United States,37.7763884,-122.3944444
Oakland Jack London Square Station,Oakland,United States,37.7935,-122.2719
Downtown Mountain View Station,Mountain View,United States,37.3943934,-122.075872
San Mateo Station,San Mateo,United States,37.5683328,-122.3241667
Sunnyvale Station,Sunnyvale,United States,37.3786106,-122.0308333
Millbrae Intermodal Terminal,Millbrae,United States,37.6002772,-122.3866667
Cleveland Greyhound Station,Cleveland,United States,41.5034,-81.6822
Crystal Airport,Crystal,United States,45.0620002746582,-93.3538970947266
Clarke County Airport,Quitman,United States,32.0849,-88.738897
W H 'Bud' Barron Airport,Dublin,United States,32.56439972,-82.98529816
Port Authority,New York,United States,40.756667,-73.991111
Bus Terminal,Allentown,United States,40.605604,-75.462384
Binghamton Bus Terminal,Binghamton,United States,42.101438,-75.910431
William F. Walsh Regional Transportation Center,Syracuse,United States,43.0767,-76.1691
Union Station,Utica,United States,43.104167,-75.223333
Clinton Bus Stop,Clinton,United States,43.048889,-75.380278
Susquehanna Trailways Terminal,Williamsport,United States,41.239395,-77.000245
Martz Trailways Bus Terminal,Wilkes-Barre,United States,41.243958,-75.882365
Hazelton Bus Station,Hazelton,United States,40.954055,-75.976102
Lewisburg Bus Stop,Lewisburg,United States,40.963889,-76.888056
Madison NJT Station,Madison,United States,40.757028,-74.415194
Maplewood NJT Station,Maplewood,United States,40.731111,-74.275556
Harrisburg Transportation Center,Harrisburg,United States,40.26223,-76.878709
Metro-North Station,Poughkeepsie,United States,41.706516,-73.937774
Port Everglades,Fort Lauderdale,United States,26.087679,-80.115942
Summit NJT Station,Summit,United States,40.716556,-74.35775
Corvallis Municipal Airport,Corvallis,United States,44.49720001,-123.2900009
El Almendro Airport,Scranton,United States,-35.9605560302734,-71.7933349609375
New Brunswick Station,New Brunswick,United States,40.496432,-74.446447
Trenton Transit Center,Trenton,United States,40.218839,-74.754279
Holmesburg Jct Station,Philadelphia,United States,40.032679,-75.023718
White Plains,White Plains,United States,41.032549,-73.775069
Southeast,Southeast,United States,41.413179,-73.623551
B Street Cruise Terminal,San Diego,United States,32.716861,-117.174296
Ferry Terminal,Anacortes,United States,48.50728,-122.677596
Ferry Dock,Friday Harbor,United States,48.535673,-123.014044
San Agustin Airport,Morristown,United States,10.0666666030884,-84.8833312988281
Port of Seattle,Seattle,United States,47.609178,-122.350605
Ferry Terminal,Whittier,United States,60.776566,-148.683367
Ferry Terminal,Valdez,United States,61.123976,-146.365309
Ferry Dock,Bainbridge Island,United States,47.622237,-122.509362
Deer Harbor Seaplane,Deer Harbor,United States,48.618397,-123.00596
San Diego Old Town Transit Center,San Diego,United States,32.7552,-117.1995
Ogden Hinckley Airport,Ogden,United States,41.195899963379,-112.0120010376
Robert S Kerr Airport,Poteau,United States,35.021598815918,-94.6212997436523
Colorado Plains Regional Airport,Akron,United States,40.1755981445,-103.222000122
Sanderson Field,Shelton,United States,47.233600616455,-123.14800262451
Union Station,Erie,United States,42.120847,-80.082444
Cleveland Lakefront Station,Cleveland,United States,41.505787,-81.696172
Elkhart Station,Elkhart,United States,41.680748,-85.971848
Waterloo Station,Waterloo,United States,41.431714,-85.025659
Martin Luther King Jr. Plaza,Toledo,United States,41.638345,-83.541721
Sandusky Station,Sandusky,United States,41.440671,-82.717866
Elyria Station,Elyria,United States,41.370033,-82.096685
Alliance Station,Alliance,United States,40.921275,-81.092904
Paoli Station,Paoli,United States,40.042754,-75.48376
Elizabethtown Station,Elizabethtown,United States,40.147028,-76.612234
Lewiston Station,Lewiston,United States,40.588309,-77.580047
Huntingdon Station,Huntingdon,United States,40.483665,-78.01178
Tyrone Station,Tyrone,United States,40.667749,-78.240573
Altoona Transportation Center,Altoona,United States,40.514475,-78.40162
Latrobe Station,Latrobe,United States,40.317405,-79.385083
Greensburg Station,Greensburg,United States,40.304986,-79.546893
Williamsburg Station,Williamsburg,United States,37.276531,-76.708589
Richmond Staples Mill Road Station,Richmond,United States,37.6179667,-77.4968078
Ashland Virgina Station,Ashland,United States,37.759596,-77.481304
Quantico Station,Quantico,United States,38.521882,-77.293027
Alexandria Union Station,Alexandria,United States,38.806503,-77.06233
Port Jefferson Ferry Dock,Port Jefferson,United States,40.947849,-73.070058
Bridgeport Ferry Dock,Bridgeport,United States,41.175188,-73.185591
Bridgeport Station,Bridgeport,United States,41.178006,-73.187539
Stratford Station,Stratford,United States,41.194286,-73.131566
Milford Station,Milford,United States,41.223231,-73.057647
West Haven Station,West Haven,United States,41.27142,-72.963488
Fairfield Metro Station,Fairfield,United States,41.161,-73.234336
Fairfield Station,Fairfield,United States,41.143077,-73.257742
Saugatuck Staiton,Westport,United States,41.118928,-73.371413
South Norwalk Station,Norwalk,United States,41.09673,-73.421132
Darien Station,Darien,United States,41.076913,-73.472966
Harlem-125th Street Station,New York,United States,40.805157,-73.939149
Hammond-Whiting Station,Hammond,United States,41.691155,-87.506511
Michigan City Amtrak Station,Michigan City,United States,41.721103,-86.905385
New Buffalo Station,New Buffalo,United States,41.796656,-86.745782
Niles Station,Niles,United States,41.837412,-86.252372
